name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Sneha Joshi,19,Female,BA,2nd Year,68,8.4,6.5,6.5,7.8,6.1,0.0,regularly,0,7.1,3,0,0.2685415853768347,0.27,Low
Simran Joshi,21,Male,BSc IT,3rd Year,78,7.1,8.0,8.1,7.0,4.9,0.0,never,0,7.0,0,0,0.4095506798331181,0.41,Medium
Aryan Verma,19,Female,BSc CS,2nd Year,66,6.2,6.4,7.0,8.0,6.5,3.0,occasionally,0,6.8,2,1,0.5948464747726386,0.59,Medium
Aditya Iyer,20,Female,BSc IT,2nd Year,63,6.9,5.6,5.4,7.4,7.1,0.0,regularly,0,6.5,3,0,0.36433352342647896,0.37,Medium
Aarav Kapoor,18,Male,BA,1st Year,73,6.1,8.6,6.6,6.7,6.8,0.0,occasionally,0,7.0,2,0,0.32130744064591654,0.33,Medium
Krishna Jain,21,Male,BSc CS,1st Year,81,6.3,4.1,5.2,6.9,8.5,4.0,rarely,1,6.2,1,1,0.7394723414473093,0.72,High
Neha Verma,19,Male,BBA,2nd Year,66,8.9,7.3,6.9,7.7,9.4,0.0,never,0,8.0,0,0,0.34657982411381566,0.34,Medium
Yash Mishra,20,Female,BCom,2nd Year,74,6.0,6.5,6.1,6.0,9.1,1.0,occasionally,0,6.8,2,1,0.4180898640333763,0.42,Medium
Aditya Reddy,20,Female,BA,3rd Year,98,7.8,7.0,6.5,7.4,6.8,0.0,rarely,0,7.1,1,0,0.2555152024492001,0.26,Low
Yash Reddy,20,Male,BA,1st Year,72,5.9,6.2,8.1,6.3,6.5,4.0,regularly,0,6.6,3,1,0.6096137107182519,0.6,Medium
Vivaan Khan,19,Male,BA,3rd Year,65,7.6,6.7,9.3,7.3,6.0,1.0,never,1,7.4,0,1,0.5051475222859201,0.51,Medium
Pooja Khan,18,Female,BA,1st Year,95,7.0,7.3,7.0,7.5,7.7,2.0,rarely,0,7.3,1,1,0.3946633850586789,0.4,Medium
Yash Reddy,22,Female,BBA,1st Year,79,7.8,7.0,6.9,8.6,7.0,1.0,occasionally,0,7.5,2,1,0.31039709457634246,0.32,Medium
Simran Mehta,19,Male,BBA,3rd Year,67,7.8,7.0,7.1,6.6,5.2,1.0,never,0,6.7,0,1,0.5704445178137286,0.57,Medium
Harsh Patel,20,Female,BSc IT,2nd Year,100,9.0,7.7,5.9,7.1,6.5,1.0,never,0,7.2,0,1,0.3629378395413753,0.37,Medium
Vivaan Kulkarni,21,Male,BCom,2nd Year,83,7.4,7.6,8.0,7.7,5.3,0.0,occasionally,0,7.2,2,0,0.24738121679623024,0.25,Low
Harsh Iyer,19,Male,BSc IT,1st Year,61,7.3,8.4,7.0,6.1,7.0,1.0,rarely,0,7.2,1,1,0.4855479184800553,0.48,Medium
Arjun Nair,21,Female,BSc CS,1st Year,73,6.7,6.8,8.2,5.2,7.7,0.0,rarely,0,6.9,1,0,0.38830026713089416,0.39,Medium
Aisha Mishra,22,Male,BSc CS,2nd Year,65,9.0,7.3,9.4,9.5,5.9,0.0,occasionally,0,8.2,2,0,0.2071164870786683,0.21,Low
Ishaan Desai,18,Female,BSc CS,2nd Year,69,6.2,8.9,6.9,7.2,7.8,2.0,never,0,7.4,0,1,0.5558723774649579,0.55,Medium
Krishna Nair,18,Female,BA,1st Year,87,5.7,8.4,8.1,7.5,7.4,1.0,rarely,0,7.4,1,1,0.33793558843833477,0.33,Medium
Ananya Singh,19,Female,BCom,1st Year,92,7.0,7.0,8.7,7.8,7.0,1.0,occasionally,0,7.5,2,1,0.24853678302368154,0.25,Low
Meera Patel,22,Female,BBA,3rd Year,77,5.8,6.4,7.2,8.2,5.8,0.0,regularly,0,6.7,3,0,0.2789416814238975,0.28,Low
Tanvi Jain,18,Female,BSc CS,3rd Year,74,5.0,7.6,7.2,4.7,7.0,1.0,regularly,0,6.3,3,1,0.4126722093825973,0.41,Medium
Aryan Desai,20,Female,BBA,3rd Year,78,8.7,7.4,7.0,4.8,5.0,1.0,occasionally,0,6.6,2,1,0.41959059939370297,0.42,Medium
Neha Reddy,19,Female,BSc CS,3rd Year,73,6.6,6.5,5.6,9.2,5.8,2.0,occasionally,0,6.8,2,1,0.498754389650929,0.5,Medium
Krishna Singh,19,Male,BBA,2nd Year,95,8.5,6.0,7.9,9.1,8.3,2.0,regularly,0,8.0,3,1,0.1936849056037459,0.21,Low
Rahul Joshi,21,Male,BSc CS,3rd Year,88,7.3,6.9,4.4,4.4,5.7,1.0,occasionally,0,5.7,2,1,0.4730017708677251,0.46,Medium
Meera Kapoor,19,Male,BA,3rd Year,63,5.2,7.4,9.7,7.1,7.9,1.0,never,1,7.5,0,1,0.49833418375003735,0.5,Medium
Meera Mishra,22,Male,BSc IT,3rd Year,81,4.5,7.5,5.5,6.1,7.0,1.0,never,1,6.1,0,1,0.580634510910346,0.58,Medium
Tanvi Joshi,21,Male,BBA,2nd Year,78,6.8,7.2,6.7,6.2,4.2,1.0,never,0,6.2,0,1,0.5836960110454122,0.59,Medium
Priya Joshi,20,Female,BSc IT,1st Year,83,6.1,7.0,7.6,8.6,8.4,1.0,occasionally,0,7.5,2,1,0.28237836539904554,0.28,Low
Kavya Mishra,21,Male,BSc CS,3rd Year,73,7.8,4.6,7.2,5.4,5.5,1.0,regularly,0,6.1,3,1,0.4441276225350422,0.44,Medium
Rahul Saxena,19,Male,BSc CS,2nd Year,45,5.0,7.7,6.5,8.3,6.9,1.0,occasionally,0,6.9,2,1,0.5297145601344657,0.52,Medium
Riya Singh,20,Female,BCom,1st Year,73,7.9,5.5,8.2,6.5,7.0,0.0,occasionally,0,7.0,2,0,0.319866734700003,0.33,Medium
Manav Shah,22,Male,BA,3rd Year,66,7.1,7.0,6.0,5.6,6.3,1.0,occasionally,0,6.4,2,1,0.49513761743254187,0.49,Medium
Aarav Mishra,20,Female,BCom,2nd Year,65,6.5,4.6,7.4,6.2,6.4,1.0,regularly,0,6.2,3,1,0.46258666746705884,0.46,Medium
Nisha Malhotra,20,Female,BSc IT,2nd Year,81,8.4,8.4,6.8,7.9,8.3,1.0,regularly,0,7.9,3,1,0.1846955007953896,0.19,Low
Shreya Reddy,20,Female,BA,3rd Year,88,8.4,6.6,6.7,7.4,7.0,0.0,regularly,0,7.2,3,0,0.1616742203679803,0.16,Low
Aisha Agarwal,19,Male,BSc CS,1st Year,85,7.7,7.1,7.6,9.0,8.3,1.0,regularly,0,7.9,3,1,0.16910286040159656,0.17,Low
Aryan Chopra,21,Male,BSc IT,3rd Year,97,5.9,5.8,6.9,7.4,7.3,1.0,occasionally,0,6.7,2,1,0.32603475703094503,0.33,Medium
Sneha Desai,20,Male,BSc IT,2nd Year,83,6.2,7.2,7.0,8.7,9.2,1.0,never,0,7.7,0,1,0.3891556862862801,0.39,Medium
Anjali Kulkarni,21,Male,BSc IT,1st Year,98,6.6,7.1,4.4,7.8,6.1,1.0,never,0,6.4,0,1,0.4703304619263439,0.46,Medium
Aditya Iyer,21,Female,BCom,3rd Year,60,8.4,7.4,7.0,7.8,7.5,1.0,never,1,7.6,0,1,0.4960230512951345,0.49,Medium
Vivaan Kulkarni,19,Male,BSc IT,3rd Year,67,9.0,6.6,5.7,5.8,6.2,0.0,rarely,0,6.7,1,0,0.4438875048773899,0.45,Medium
Krishna Joshi,20,Female,BSc CS,2nd Year,87,3.2,6.5,5.4,6.0,7.3,1.0,rarely,0,5.7,1,1,0.549164090404298,0.54,Medium
Priya Tiwari,21,Female,BSc IT,3rd Year,78,8.2,4.3,5.7,8.3,7.4,1.0,rarely,0,6.8,1,1,0.4537923582555451,0.45,Medium
Ishaan Jain,22,Male,BBA,3rd Year,56,7.8,7.6,7.0,4.4,5.1,1.0,rarely,1,6.4,1,1,0.5991235705495692,0.61,High
Krishna Mehta,21,Female,BCom,1st Year,83,7.8,7.4,8.0,6.3,7.3,2.0,never,0,7.4,0,1,0.4972086322297925,0.5,Medium
Varun Nair,18,Male,BBA,2nd Year,80,6.9,5.6,7.9,5.2,7.0,0.0,never,0,6.5,0,0,0.46375724104811356,0.47,Medium
Aryan Malhotra,18,Female,BSc CS,2nd Year,90,6.6,7.9,5.7,9.0,6.8,0.0,never,0,7.2,0,0,0.3364498604316115,0.33,Medium
Siddharth Reddy,18,Female,BA,1st Year,63,8.8,5.9,5.8,7.6,6.2,1.0,regularly,0,6.8,3,1,0.39748476753609263,0.4,Medium
Meera Pandey,20,Female,BA,3rd Year,82,7.2,7.0,7.2,7.0,8.4,0.0,rarely,0,7.4,1,0,0.29447429240327755,0.3,Low
Arjun Malhotra,20,Female,BSc CS,3rd Year,60,9.0,8.4,7.3,6.9,8.1,0.0,rarely,0,7.9,1,0,0.3239487348800913,0.34,Medium
Tanvi Sharma,19,Female,BA,3rd Year,67,6.9,4.5,5.7,8.8,7.8,1.0,occasionally,0,6.7,2,1,0.45359726265870276,0.46,Medium
Diya Desai,22,Female,BCom,1st Year,81,7.8,7.9,7.0,10.0,7.1,2.0,occasionally,0,8.0,2,1,0.3156796830446917,0.32,Medium
Ananya Jain,21,Male,BA,2nd Year,80,6.3,6.4,5.1,7.8,6.8,0.0,never,0,6.5,0,0,0.4665336014647176,0.47,Medium
Rohan Mehta,20,Male,BSc IT,3rd Year,69,7.2,8.1,7.9,6.5,4.8,1.0,regularly,0,6.9,3,1,0.36013146441756444,0.36,Medium
Rohan Reddy,19,Female,BA,2nd Year,64,7.7,7.8,7.4,5.4,10.0,1.0,occasionally,0,7.6,2,1,0.3530329861632199,0.35,Medium
Neha Jain,18,Male,BSc IT,1st Year,75,5.7,8.0,8.5,9.0,6.6,2.0,rarely,0,7.6,1,1,0.450955968424528,0.46,Medium
Akash Chopra,22,Male,BSc IT,2nd Year,55,6.4,7.0,7.7,6.9,4.7,2.0,never,1,6.6,0,1,0.7199627817630639,0.71,High
Anjali Jain,19,Female,BSc CS,3rd Year,94,5.8,6.1,5.6,9.3,7.0,0.0,occasionally,0,6.7,2,0,0.2536843053096017,0.26,Low
Ananya Kapoor,22,Female,BA,3rd Year,67,6.3,6.5,5.2,7.2,8.5,0.0,never,0,6.8,0,0,0.4919860731758561,0.49,Medium
Krishna Reddy,21,Female,BSc CS,2nd Year,59,7.8,9.8,7.6,6.5,6.6,1.0,regularly,0,7.7,3,1,0.3163099918960291,0.32,Medium
Vikram Saxena,18,Male,BSc IT,3rd Year,97,6.5,6.6,4.5,6.3,7.0,3.0,rarely,1,6.2,1,1,0.5882282318335984,0.59,Medium
Simran Iyer,20,Female,BBA,3rd Year,83,7.3,6.4,6.9,5.6,7.6,1.0,rarely,0,6.8,1,1,0.43360746765915287,0.43,Medium
Aryan Sharma,20,Female,BA,2nd Year,76,4.8,7.1,7.8,5.2,7.0,1.0,never,0,6.4,0,1,0.5694840471831196,0.57,Medium
Siddharth Pandey,21,Female,BSc IT,3rd Year,84,5.5,7.7,5.0,7.0,6.6,1.0,occasionally,0,6.4,2,1,0.42178167301977976,0.42,Medium
Aarav Tiwari,20,Female,BSc IT,1st Year,65,5.5,7.0,7.0,8.1,6.2,2.0,never,0,6.8,0,1,0.6509139478344389,0.65,High
Karan Verma,20,Male,BA,1st Year,53,9.0,4.7,7.0,7.1,6.8,2.0,never,1,6.9,0,1,0.6863313023381457,0.68,High
Ishaan Iyer,18,Female,BSc IT,1st Year,83,7.6,6.9,5.5,6.8,7.3,0.0,regularly,0,6.8,3,0,0.23144340726956203,0.23,Low
Harsh Reddy,21,Female,BCom,3rd Year,73,9.1,8.0,6.2,6.5,4.0,1.0,never,0,6.8,0,1,0.5428159798301166,0.54,Medium
Harsh Malhotra,18,Female,BBA,3rd Year,70,8.8,3.8,5.5,9.9,8.2,0.0,never,0,7.2,0,0,0.4244079599003513,0.42,Medium
Tanvi Reddy,22,Female,BBA,2nd Year,78,8.4,6.1,5.0,7.1,7.1,1.0,regularly,0,6.8,3,1,0.34044181649008015,0.34,Medium
Sneha Malhotra,20,Female,BBA,2nd Year,46,9.2,9.2,7.2,6.4,7.0,1.0,regularly,0,7.8,3,1,0.3542635891586878,0.36,Medium
Aarav Verma,19,Female,BA,2nd Year,73,5.6,8.1,5.8,9.3,7.0,1.0,rarely,0,7.2,1,1,0.433322327940691,0.43,Medium
Harsh Bansal,22,Male,BCom,3rd Year,65,6.2,6.7,6.4,5.9,8.8,1.0,regularly,0,6.8,3,1,0.3928174805654769,0.39,Medium
Pooja Gupta,18,Female,BBA,2nd Year,97,8.0,5.5,6.5,8.3,7.0,1.0,rarely,0,7.1,1,1,0.33440886034156725,0.34,Medium
Tanvi Patel,22,Male,BSc IT,2nd Year,73,8.1,4.9,5.9,8.1,7.0,0.0,rarely,0,6.8,1,0,0.4015067383017678,0.41,Medium
Rahul Gupta,18,Female,BCom,1st Year,69,5.1,7.5,7.1,6.6,7.3,0.0,occasionally,0,6.7,2,0,0.37005132514932326,0.37,Medium
Aisha Kapoor,22,Female,BA,2nd Year,82,6.2,8.4,6.8,9.2,7.4,0.0,regularly,0,7.6,3,0,0.14774739622414973,0.15,Low
Riya Reddy,21,Female,BSc CS,3rd Year,79,6.8,6.3,8.5,5.4,7.0,0.0,regularly,0,6.8,3,0,0.2522435993636882,0.26,Low
Shreya Sharma,19,Male,BBA,1st Year,83,5.4,6.7,5.6,5.4,5.6,1.0,regularly,0,5.8,3,1,0.4378095266680674,0.44,Medium
Manav Malhotra,18,Male,BSc IT,3rd Year,68,7.5,6.1,8.2,9.5,8.3,0.0,never,0,7.9,0,0,0.35163730227811607,0.35,Medium
Krishna Singh,21,Male,BCom,3rd Year,70,6.7,6.9,7.3,7.4,6.8,2.0,regularly,0,7.0,3,1,0.41917039349281143,0.42,Medium
Aarav Pandey,20,Female,BSc CS,3rd Year,97,4.1,5.5,8.1,5.5,5.5,1.0,never,1,5.7,0,1,0.5551070024311913,0.54,Medium
Akash Pandey,18,Female,BSc IT,2nd Year,86,8.2,6.0,6.5,6.5,8.1,1.0,rarely,0,7.1,1,1,0.38577903172554545,0.39,Medium
Diya Agarwal,22,Female,BSc CS,1st Year,98,8.9,6.6,5.7,5.6,6.0,0.0,rarely,0,6.5,1,0,0.31982171263919307,0.32,Medium
Vikram Tiwari,19,Female,BA,1st Year,62,7.2,7.6,7.4,8.2,6.1,1.0,rarely,0,7.3,1,1,0.4645376234354834,0.46,Medium
Tanvi Verma,20,Female,BSc IT,2nd Year,90,6.5,7.0,7.0,7.5,5.9,0.0,never,0,6.8,0,0,0.3875198847435242,0.39,Medium
Riya Pandey,19,Female,BSc CS,2nd Year,57,7.4,7.0,5.6,8.0,7.1,1.0,regularly,0,7.0,3,1,0.40573881201788864,0.4,Medium
Ananya Mishra,18,Female,BSc CS,1st Year,53,6.0,8.2,7.0,8.2,8.9,2.0,rarely,0,7.6,1,1,0.5421556562715729,0.55,Medium
Ananya Reddy,20,Female,BA,1st Year,100,6.3,6.0,7.3,5.8,5.7,1.0,never,0,6.2,0,1,0.48419725665576135,0.48,Medium
Aisha Chopra,20,Male,BSc CS,1st Year,56,5.4,6.9,7.5,7.4,6.4,2.0,regularly,0,6.7,3,1,0.5161779271843203,0.53,Medium
Shreya Mishra,18,Female,BBA,2nd Year,91,5.6,8.2,7.1,7.2,7.5,1.0,never,0,7.1,0,1,0.4146381727046252,0.41,Medium
Anjali Nair,20,Female,BSc CS,3rd Year,66,8.1,7.6,6.2,4.9,6.8,0.0,rarely,0,6.7,1,0,0.4407509679743073,0.44,Medium
Aisha Sharma,21,Male,BA,2nd Year,73,6.8,6.2,5.5,8.8,8.5,0.0,never,0,7.2,0,0,0.4197556802833387,0.42,Medium
Siddharth Patel,20,Female,BSc IT,1st Year,85,7.2,6.8,6.3,6.6,7.3,1.0,occasionally,0,6.8,2,1,0.3591559864333522,0.35,Medium
Priya Desai,22,Male,BCom,3rd Year,73,7.0,8.8,6.7,5.8,9.2,1.0,never,1,7.5,0,1,0.45205150523756626,0.45,Medium
Meera Patel,22,Female,BSc IT,3rd Year,54,6.1,6.6,8.3,5.4,6.9,0.0,regularly,0,6.6,3,0,0.3833478404418164,0.38,Medium
Vikram Iyer,21,Male,BA,1st Year,72,6.1,7.5,7.7,7.4,7.0,2.0,regularly,0,7.1,3,1,0.39406309091454816,0.4,Medium
Simran Gupta,18,Male,BBA,3rd Year,73,5.2,8.4,7.1,4.2,6.2,1.0,occasionally,0,6.2,2,1,0.48638833028183803,0.48,Medium
Yash Mehta,22,Female,BCom,2nd Year,73,5.5,6.5,6.2,6.8,6.5,2.0,rarely,0,6.3,1,1,0.6137707476663565,0.62,High
Harsh Tiwari,18,Male,BBA,1st Year,72,5.8,8.3,8.2,8.6,6.8,1.0,occasionally,0,7.5,2,1,0.3302818381006694,0.33,Medium
Ananya Kulkarni,20,Male,BSc IT,3rd Year,59,6.0,8.8,4.8,7.0,9.5,2.0,never,1,7.2,0,1,0.6250562775760123,0.63,High
Karan Kulkarni,20,Male,BSc IT,1st Year,51,7.8,7.3,9.5,8.6,6.3,1.0,occasionally,0,7.9,2,1,0.3851337155206051,0.38,Medium
Varun Mishra,20,Male,BSc CS,3rd Year,66,5.9,7.0,7.9,5.0,5.9,0.0,never,1,6.3,0,0,0.5461926343908514,0.54,Medium
Tanvi Malhotra,20,Female,BSc CS,3rd Year,94,9.7,8.7,8.1,8.7,7.5,0.0,rarely,0,8.5,1,0,0.09678242338745974,0.14,Low
Harsh Shah,19,Female,BCom,1st Year,87,5.9,5.6,6.8,5.8,8.7,0.0,regularly,0,6.6,3,0,0.24481495933007166,0.24,Low
Pooja Pandey,21,Male,BCom,2nd Year,60,7.9,8.2,8.2,6.8,7.1,1.0,regularly,0,7.6,3,1,0.3151394183149742,0.31,Medium
Manav Nair,22,Female,BSc IT,2nd Year,88,6.0,7.0,6.7,4.4,7.0,1.0,occasionally,0,6.2,2,1,0.42197676861662203,0.41,Medium
Rahul Agarwal,22,Female,BBA,1st Year,60,5.4,6.6,4.9,8.6,7.6,1.0,regularly,0,6.6,3,1,0.438409820812198,0.43,Medium
Kavya Pandey,20,Female,BSc CS,1st Year,75,7.4,5.8,7.0,6.9,7.0,2.0,regularly,0,6.8,3,1,0.4206711288531381,0.42,Medium
Vivaan Khan,20,Female,BSc CS,3rd Year,55,9.4,6.8,7.3,8.1,4.6,0.0,regularly,0,7.2,3,0,0.3077257856349611,0.31,Medium
Diya Pandey,21,Female,BSc CS,3rd Year,75,6.0,5.0,5.7,5.0,9.1,0.0,occasionally,0,6.2,2,0,0.40707446648857937,0.41,Medium
Vivaan Khan,22,Female,BSc CS,2nd Year,83,9.8,6.0,6.9,9.2,7.0,0.0,never,0,7.8,0,0,0.29839121169372984,0.29,Low
Riya Shah,18,Male,BA,3rd Year,64,7.1,7.2,6.8,5.8,7.1,3.0,occasionally,1,6.8,2,1,0.6073175856169523,0.6,Medium
Vikram Agarwal,22,Male,BSc IT,2nd Year,95,6.7,7.2,6.6,6.3,8.5,0.0,never,0,7.1,0,0,0.3276255365128912,0.32,Medium
Manav Tiwari,18,Female,BSc CS,1st Year,67,5.7,7.1,7.7,8.4,7.0,0.0,rarely,0,7.2,1,0,0.3803613770747667,0.38,Medium
Aditya Desai,20,Female,BCom,2nd Year,81,7.1,6.4,6.2,4.6,8.4,0.0,never,0,6.6,0,0,0.4546177627037248,0.46,Medium
Riya Kapoor,20,Female,BCom,3rd Year,73,8.2,6.3,10.0,7.2,9.8,1.0,never,0,8.3,0,1,0.35696491280727566,0.37,Medium
Priya Mishra,19,Male,BSc CS,2nd Year,67,7.1,7.0,8.3,4.8,6.8,0.0,rarely,0,6.8,1,0,0.4303208572200379,0.43,Medium
Pooja Mehta,21,Male,BA,2nd Year,73,6.5,5.9,6.1,8.1,7.0,1.0,occasionally,0,6.7,2,1,0.4273193864993847,0.43,Medium
Siddharth Saxena,22,Female,BCom,1st Year,66,6.1,7.0,7.0,7.3,7.0,1.0,rarely,0,6.9,1,1,0.4941921541555361,0.5,Medium
Simran Bansal,22,Male,BSc CS,1st Year,85,8.4,6.8,8.9,7.9,9.6,0.0,rarely,0,8.3,1,0,0.1650658822823182,0.18,Low
Arjun Chopra,21,Female,BSc CS,3rd Year,85,7.2,6.1,8.0,8.3,5.4,3.0,regularly,0,7.0,3,1,0.4292103130533962,0.43,Medium
Krishna Mehta,20,Male,BCom,3rd Year,69,7.3,5.9,5.0,7.8,7.7,0.0,rarely,0,6.7,1,0,0.4248731878620523,0.42,Medium
Pooja Desai,18,Female,BCom,2nd Year,100,4.7,6.5,7.9,6.9,8.3,1.0,never,0,6.8,0,1,0.40904042981060706,0.42,Medium
Yash Sharma,19,Male,BBA,3rd Year,82,8.2,9.0,7.5,6.6,6.4,0.0,never,0,7.6,0,0,0.3278356394633371,0.33,Medium
Manav Sharma,18,Male,BBA,1st Year,50,7.9,5.4,5.8,6.7,7.8,0.0,occasionally,0,6.7,2,0,0.45742413782753544,0.45,Medium
Tanvi Shah,20,Male,BBA,3rd Year,85,6.9,6.9,6.5,8.0,6.7,2.0,occasionally,0,7.0,2,1,0.41478824624065785,0.41,Medium
Karan Nair,21,Female,BCom,2nd Year,78,8.0,7.9,7.6,8.4,7.1,2.0,occasionally,0,7.8,2,1,0.3484857580214305,0.35,Medium
Diya Mishra,22,Female,BSc IT,1st Year,52,8.4,6.7,3.0,7.7,5.7,1.0,never,1,6.3,0,1,0.6909835819551581,0.69,High
Meera Saxena,22,Male,BSc IT,3rd Year,93,7.3,6.5,6.8,8.6,7.8,1.0,regularly,0,7.4,3,1,0.19267941291232707,0.19,Low
Riya Joshi,20,Male,BCom,1st Year,100,6.7,7.4,7.3,8.1,7.3,1.0,never,0,7.4,0,1,0.34684995647867456,0.35,Medium
Simran Gupta,19,Female,BCom,3rd Year,86,5.9,8.6,7.9,5.9,7.0,1.0,occasionally,0,7.0,2,1,0.3284809556682774,0.33,Medium
Neha Iyer,21,Male,BBA,1st Year,92,5.8,6.3,6.2,6.4,7.0,0.0,rarely,0,6.3,1,0,0.37257256055467175,0.38,Medium
Yash Iyer,19,Female,BCom,2nd Year,60,6.5,7.0,7.1,8.9,6.2,0.0,occasionally,0,7.1,2,0,0.35917099378695555,0.35,Medium
Akash Malhotra,22,Male,BBA,1st Year,70,8.5,5.9,6.7,6.2,6.2,0.0,never,0,6.7,0,0,0.4882042200678332,0.49,Medium
Aarav Reddy,22,Male,BSc IT,1st Year,71,6.7,7.0,7.6,6.1,8.4,1.0,regularly,0,7.1,3,1,0.3246390731458413,0.32,Medium
Rohan Iyer,20,Male,BCom,1st Year,43,5.0,5.2,6.4,7.0,8.4,2.0,occasionally,0,6.4,2,1,0.6719542575862172,0.66,High
Manav Malhotra,19,Female,BBA,3rd Year,86,6.0,6.9,7.1,7.4,5.7,1.0,regularly,0,6.6,3,1,0.31899630819101366,0.32,Medium
Rahul Agarwal,19,Male,BBA,2nd Year,78,7.3,7.4,7.6,6.1,6.7,2.0,rarely,0,7.0,1,1,0.502611279526968,0.5,Medium
Vivaan Jain,22,Male,BA,3rd Year,98,6.2,7.3,6.5,9.0,8.6,0.0,occasionally,0,7.5,2,0,0.1429150283638982,0.15,Low
Aryan Chopra,18,Male,BSc IT,1st Year,100,7.3,5.8,6.2,7.6,7.4,1.0,occasionally,0,6.9,2,1,0.2875408950385689,0.29,Low
Neha Khan,18,Female,BSc CS,3rd Year,90,7.2,4.6,8.8,7.5,6.8,1.0,never,0,7.0,0,1,0.4362187471861212,0.44,Medium
Sneha Patel,19,Male,BBA,2nd Year,70,8.1,6.4,6.8,6.5,9.6,1.0,never,0,7.5,0,1,0.46831947654350636,0.47,Medium
Anjali Patel,18,Female,BBA,2nd Year,86,7.3,6.1,6.7,6.9,6.3,4.0,never,1,6.7,0,1,0.7199027523486509,0.71,High
Arjun Sharma,20,Male,BCom,3rd Year,79,8.6,7.5,5.2,9.6,6.7,0.0,never,0,7.5,0,0,0.3512771257916377,0.36,Medium
Kavya Malhotra,20,Male,BSc CS,1st Year,90,6.8,7.3,7.1,6.6,7.4,0.0,occasionally,0,7.0,2,0,0.2368760692739441,0.23,Low
Ananya Mishra,18,Male,BCom,3rd Year,66,8.2,6.9,7.0,5.4,8.5,0.0,regularly,0,7.2,3,0,0.2666806735300296,0.26,Low
Arjun Kapoor,20,Female,BBA,3rd Year,56,8.9,5.3,6.8,6.9,6.6,2.0,occasionally,0,6.9,2,1,0.5540264729717563,0.55,Medium
Harsh Shah,22,Female,BA,3rd Year,48,6.4,5.2,7.8,6.5,6.6,5.0,regularly,1,6.5,3,1,0.8050244619863735,0.79,High
Rohan Shah,21,Female,BA,1st Year,61,7.5,7.5,6.3,7.4,6.9,0.0,rarely,0,7.1,1,0,0.4177747096077077,0.41,Medium
Siddharth Chopra,19,Male,BA,1st Year,77,7.4,6.3,8.0,5.7,7.7,0.0,occasionally,0,7.0,2,0,0.29384398355194047,0.3,Low
Kavya Nair,20,Male,BBA,2nd Year,81,7.3,7.7,5.8,6.9,7.4,1.0,never,0,7.0,0,1,0.47174115316505083,0.48,Medium
Simran Desai,21,Female,BSc IT,2nd Year,57,6.6,5.4,8.4,7.9,8.0,0.0,regularly,0,7.3,3,0,0.3004622264909804,0.3,Low
Karan Agarwal,20,Female,BSc IT,2nd Year,76,5.6,8.1,9.4,7.4,8.7,1.0,occasionally,0,7.8,2,1,0.2802173064801752,0.28,Low
Vikram Kapoor,20,Male,BA,3rd Year,78,7.2,7.0,7.0,8.2,7.0,1.0,rarely,0,7.3,1,1,0.3950085541915537,0.39,Medium
Vikram Tiwari,20,Female,BCom,3rd Year,50,7.2,7.0,5.8,8.0,7.0,0.0,occasionally,0,7.0,2,0,0.4213164450580784,0.42,Medium
Sneha Shah,18,Female,BBA,2nd Year,68,8.0,6.5,7.6,7.7,6.2,0.0,regularly,0,7.2,3,0,0.25338415823753624,0.25,Low
Manav Tiwari,18,Male,BSc CS,1st Year,71,6.1,5.3,8.6,8.2,7.4,1.0,rarely,0,7.1,1,1,0.44603355644265685,0.44,Medium
Aarav Singh,20,Female,BCom,1st Year,81,6.9,6.1,7.1,6.6,8.0,1.0,occasionally,0,6.9,2,1,0.3657292073115826,0.36,Medium
Siddharth Chopra,18,Female,BA,2nd Year,70,6.5,7.0,4.9,5.6,6.9,2.0,never,1,6.2,0,1,0.7006933397364709,0.69,High
Yash Pandey,21,Male,BSc IT,2nd Year,76,8.2,7.0,7.3,7.0,7.0,0.0,regularly,0,7.3,3,0,0.20654620764174442,0.21,Low
Karan Malhotra,22,Female,BA,3rd Year,100,7.8,6.9,8.2,6.0,7.0,0.0,never,0,7.2,0,0,0.2958249542275715,0.3,Low
Tanvi Kapoor,22,Male,BSc IT,3rd Year,74,6.1,5.3,6.6,6.2,6.7,1.0,regularly,0,6.2,3,1,0.424963231983672,0.43,Medium
Yash Sharma,21,Female,BCom,1st Year,75,7.1,6.2,8.6,6.7,8.3,3.0,never,1,7.4,0,1,0.6068523576552511,0.62,High
Krishna Saxena,20,Female,BA,1st Year,80,5.9,7.8,7.0,5.7,7.2,1.0,regularly,0,6.7,3,1,0.3341837500375185,0.33,Medium
Rohan Jain,20,Female,BSc IT,1st Year,65,4.1,7.3,6.4,8.0,6.2,1.0,rarely,0,6.4,1,1,0.5618603115526608,0.56,Medium
Meera Pandey,19,Male,BCom,1st Year,74,7.0,6.4,6.4,6.2,6.4,0.0,regularly,0,6.5,3,0,0.31212294024071796,0.32,Medium
Priya Khan,22,Male,BSc CS,2nd Year,79,7.8,5.8,6.4,7.7,6.9,1.0,regularly,0,6.9,3,1,0.3132935138217727,0.32,Medium
